id,reputation,post_count,age
104515,41,1,0
104532,1,1,0
104535,11,1,0
104537,1,1,0
104549,111,1,0
104566,111,1,0
104578,13,1,0
104592,1,1,0
104598,3,1,0
104617,11,1,0
104622,3,1,0
104624,149,1,0
104630,11,1,0
104635,11,1,0
104644,111,1,0
104650,103,1,0
104654,21,1,0
104657,13,1,0
104664,11,1,0
104667,26,1,0
104674,1,1,0
104690,103,1,0
104725,1,1,0
104733,21,1,0
104737,21,1,0
104741,1,1,0
104742,103,1,0
104786,11,1,0
104791,11,1,0
104797,21,1,0
104798,21,1,0
104802,3,1,0
104803,1,1,0
104814,21,1,0
104823,31,1,0
104824,11,1,0
104826,36,1,0
104827,1,1,0
104830,21,1,0
104840,9,1,0
104841,11,1,0
104845,13,1,0
104847,11,1,0
104850,103,1,0
104852,9,1,0
104853,101,1,0
104856,1,1,0
104861,16,1,0
104863,11,1,0
104877,11,1,0
104879,1,1,0
104883,113,1,0
104884,101,1,0
104889,23,1,0
104891,121,1,0
104906,13,1,0
104907,11,1,0
104920,1,1,0
104926,31,1,0
104930,33,1,0
104936,111,1,0
104941,129,1,0
104943,136,1,0
104949,1,1,0
104950,1,1,0
104951,111,1,0
104963,11,1,0
104972,11,1,0
104974,36,1,0
104980,1,1,0
104991,41,1,0
104999,1,1,0
105002,131,1,0
105004,41,1,0
105029,1,1,0
105032,11,1,0
105042,13,1,0
105049,1,1,0
105054,21,1,0
105058,109,1,0
105068,1,1,0
105070,11,1,0
105071,101,1,0
105073,111,1,0
105108,101,1,0
105121,11,1,0
105139,11,1,0
105145,11,1,0
105149,21,1,0
105152,21,1,0
105167,11,1,0
105178,1,1,0
105193,1,1,0
105207,11,1,0
105216,1,1,0
105234,97,1,0
105240,1,1,0
105241,13,1,0
105252,11,1,0
105259,126,1,0
105272,11,1,0
105279,31,1,0
105281,101,1,0
105289,43,1,0
105307,13,1,0
105326,9,1,0
105327,1,1,0
105330,1,1,0
105342,11,1,0
105355,11,1,0
105378,1,1,0
105380,3,1,0
105387,41,1,0
105406,103,1,0
105420,123,1,0
105423,11,1,0
105431,11,1,0
105437,13,1,0
105445,113,1,0
105464,1,1,0
105475,11,1,0
105491,1,1,0
105495,101,1,0
105501,1,1,0
105505,1,1,0
105506,11,1,0
105508,119,1,0
105509,1,1,0
105514,3,1,0
105520,103,1,0
105522,23,1,0
105527,21,1,0
105536,21,1,0
105538,61,1,0
105549,11,1,0
105553,9,1,0
105559,51,1,0
105564,13,1,0
105584,11,1,0
105590,1,1,0
105600,111,1,0
105601,1,1,0
105604,43,1,0
105610,11,1,0
105622,1,1,0
105628,1,1,0
105639,101,1,0
105640,113,1,0
105652,3,1,0
105660,36,1,0
105664,11,1,0
105666,141,1,0
105674,13,1,0
105699,31,1,0
105709,11,1,0
105736,113,1,0
105746,131,1,0
105747,111,1,0
105749,1,1,0
105751,111,1,0
105756,3,1,0
105770,21,1,0
105772,23,1,0
105792,11,1,0
105798,1,1,0
105803,3,1,0
105812,21,1,0
105813,101,1,0
105815,1,1,0
105819,11,1,0
105863,11,1,0
105865,13,1,0
105869,11,1,0
105879,1,1,0
105882,11,1,0
105885,9,1,0
105893,143,1,0
105906,101,1,0
105909,1,1,0
105912,131,1,0
105924,11,1,0
105939,13,1,0
105948,133,1,0
105950,1,1,0
105956,1,1,0
105957,21,1,0
105962,31,1,0
105963,23,1,0
105965,21,1,0
105976,1,1,0
105979,11,1,0
105982,11,1,0
105983,103,1,0
105985,113,1,0
105987,1,1,0
105993,1,1,0
105997,41,1,0
106000,21,1,0
106005,11,1,0
106052,121,1,0
106056,21,1,0
106060,11,1,0
106076,101,1,0
106080,1,1,0
106094,11,1,0
106095,1,1,0
106098,116,1,0
106100,1,1,0
106101,21,1,0
106102,21,1,0
106111,111,1,0
106117,1,1,0
106120,26,1,0
106136,21,1,0
106147,23,1,0
106156,11,1,0
106170,11,1,0
106176,131,1,0
106184,31,1,0
106198,1,1,0
106207,11,1,0
106218,33,1,0
106223,1,1,0
106229,99,1,0
106235,11,1,0
106238,1,1,0
106241,101,1,0
106246,1,1,0
106247,3,1,0
106256,1,1,0
106262,111,1,0
106265,41,1,0
106266,1,1,0
106273,111,1,0
106276,9,1,0
106292,101,1,0
106293,23,1,0
106301,21,1,0
106302,3,1,0
106303,101,1,0
106307,111,1,0
106323,23,1,0
106339,11,1,0
106344,21,1,0
106349,11,1,0
106352,1,1,0
106353,1,1,0
106359,31,1,0
106369,9,1,0
106370,1,1,0
106378,51,1,0
106381,1,1,0
106384,1,1,0
106405,31,1,0
106412,1,1,0
106421,111,1,0
106426,21,1,0
106428,1,1,0
106431,101,1,0
106433,123,1,0
106435,66,1,0
106440,1,1,0
106450,21,1,0
106465,109,1,0
106470,81,1,0
106486,111,1,0
106492,13,1,0
106498,1,1,0
106521,1,1,0
106540,1,1,0
106542,21,1,0
106545,13,1,0
106565,23,1,0
106576,1,1,0
106582,111,1,0
106594,61,1,0
106595,11,1,0
106601,31,1,0
106609,101,1,0
106619,13,1,0
106633,131,1,0
106663,21,1,0
106667,1,1,0
106668,16,1,0
106679,1,1,0
106693,11,1,0
106719,11,1,0
106722,101,1,0
106725,11,1,0
106729,21,1,0
106736,11,1,0
106744,133,1,0
106745,33,1,0
106748,1,1,0
106753,11,1,0
106754,11,1,0
106778,1,1,0
106788,1,1,0
106789,101,1,0
106799,31,1,0
106811,11,1,0
106813,21,1,0
106816,1,1,0
106829,13,1,0
106830,101,1,0
106831,121,1,0
106835,1,1,0
106836,1,1,0
106849,43,1,0
106855,3,1,0
106856,1,1,0
106869,1,1,0
106873,11,1,0
106877,1,1,0
106885,21,1,0
106887,13,1,0
106890,1,1,0
106898,3,1,0
106901,11,1,0
106907,11,1,0
106910,21,1,0
106911,1,1,0
106914,101,1,0
106922,101,1,0
106936,1,1,0
106939,1,1,0
106941,1,1,0
106944,11,1,0
106945,23,1,0
106947,1,1,0
106965,11,1,0
106974,1,1,0
106981,11,1,0
106983,11,1,0
107002,101,1,0
107003,3,1,0
107004,21,1,0
107014,1,1,0
107017,21,1,0
107027,1,1,0
107033,1,1,0
107034,11,1,0
107041,3,1,0
107045,103,1,0
107053,101,1,0
107069,21,1,0
107087,1,1,0
107090,1,1,0
107097,21,1,0
107099,167,1,0
107105,101,1,0
107111,1,1,0
107115,11,1,0
107122,1,1,0
107123,1,1,0
107147,29,1,0
107151,11,1,0
107155,1,1,0
107161,31,1,0
107163,1,1,0
107175,16,1,0
107182,1,1,0
107184,111,1,0
107185,13,1,0
107186,11,1,0
107188,11,1,0
107201,11,1,0
107203,1,1,0
107204,1,1,0
107206,11,1,0
107217,11,1,0
107221,1,1,0
107226,1,1,0
107229,111,1,0
107236,111,1,0
107242,11,1,0
107250,111,1,0
107251,3,1,0
107254,21,1,0
107256,11,1,0
107268,1,1,0
107270,1,1,0
107290,29,1,0
107297,1,1,0
107301,23,1,0
107302,13,1,0
107308,1,1,0
107311,11,1,0
107314,103,1,0
107315,1,1,0
107318,11,1,0
107323,1,1,0
107324,11,1,0
107337,1,1,0
107341,1,1,0
107363,1,1,0
107365,111,1,0
107377,11,1,0
107383,11,1,0
107389,1,1,0
107393,1,1,0
107395,133,1,0
107397,1,1,0
107399,3,1,0
107400,1,1,0
107407,111,1,0
107409,11,1,0
107416,1,1,0
107419,11,1,0
107431,13,1,0
107432,101,1,0
107435,143,1,0
107464,1,1,0
107470,3,1,0
107473,1,1,0
107476,126,1,0
107480,1,1,0
107483,43,1,0
107488,1,1,0
107495,101,1,0
107501,11,1,0
107503,113,1,0
107506,136,1,0
107529,13,1,0
107531,11,1,0
107540,26,1,0
107543,1,1,0
107552,19,1,0
107558,1,1,0
107565,3,1,0
107578,1,1,0
107580,1,1,0
107581,113,1,0
107586,123,1,0
107589,11,1,0
107596,1,1,0
107606,1,1,0
107612,1,1,0
107644,11,1,0
107653,1,1,0
107664,1,1,0
107671,13,1,0
107687,13,1,0
107693,1,1,0
107696,1,1,0
107700,101,1,0
107703,101,1,0
107723,11,1,0
107726,101,1,0
107754,3,1,0
107761,1,1,0
107764,101,1,0
107769,101,1,0
107783,101,1,0
107793,1,1,0
107805,11,1,0
107812,11,1,0
107813,11,1,0
107815,3,1,0
107816,1,1,0
107818,23,1,0
107837,3,1,0
107860,111,1,0
107868,11,1,0
107871,1,1,0
107886,11,1,0
107888,11,1,0
107895,101,1,0
107906,1,1,0
107911,13,1,0
107920,1,1,0
107926,111,1,0
107928,11,1,0
107935,1,1,0
107947,101,1,0
107958,1,1,0
107964,1,1,0
107965,1,1,0
107974,1,1,0
107975,1,1,0
107995,1,1,0
108003,121,1,0
108006,11,1,0
108007,101,1,0
108008,101,1,0
108012,1,1,0
108015,26,1,0
108016,21,1,0
108018,1,1,0
108028,13,1,0
108030,1,1,0
108031,11,1,0
108032,1,1,0
108045,11,1,0
108047,35,1,0
108048,1,1,0
108050,101,1,0
108054,101,1,0
108062,43,1,0
108063,21,1,0
108068,1,1,0
108070,1,1,0
108088,111,1,0
108095,101,1,0
108109,121,1,0
108110,11,1,0
108124,121,1,0
108125,1,1,0
108126,11,1,0
108127,103,1,0
108131,101,1,0
108146,1,1,0
108159,1,1,0
108164,21,1,0
108176,1,1,0
108184,11,1,0
108190,1,1,0
108201,1,1,0
108203,13,1,0
108209,21,1,0
108216,176,1,0
108220,1,1,0
108254,11,1,0
108265,11,1,0
108266,1,1,0
108269,11,1,0
108275,1,1,0
108294,101,1,0
108304,121,1,0
108307,11,1,0
108320,1,1,0
108322,121,1,0
108323,109,1,0
108325,3,1,0
108326,1,1,0
108330,11,1,0
108339,1,1,0
108357,111,1,0
108359,101,1,0
108372,1,1,0
108373,1,1,0
108378,11,1,0
108380,1,1,0
108399,1,1,0
108400,11,1,0
108406,1,1,0
108410,1,1,0
108416,133,1,0
108425,11,1,0
108445,101,1,0
108459,3,1,0
108472,101,1,0
108478,1,1,0
108487,21,1,0
108497,1,1,0
108498,3,1,0
108504,33,1,0
108523,11,1,0
108524,1,1,0
108528,11,1,0
108542,1,1,0
108551,1,1,0
108573,11,1,0
108584,103,1,0
108602,21,1,0
108619,1,1,0
108622,11,1,0
108625,1,1,0
108632,101,1,0
108633,13,1,0
108634,1,1,0
108637,1,1,0
108649,101,1,0
108657,13,1,0
108666,1,1,0
108684,1,1,0
108692,101,1,0
108698,1,1,0
108703,11,1,0
108712,11,1,0
108720,1,1,0
108729,1,1,0
108736,101,1,0
108742,11,1,0
108745,11,1,0
108748,111,1,0
108755,13,1,0
108759,3,1,0
108766,1,1,0
108768,13,1,0
108771,1,1,0
108779,3,1,0
108780,1,1,0
108786,11,1,0
108790,3,1,0
108801,101,1,0
108806,1,1,0
108808,13,1,0
108811,1,1,0
108823,13,1,0
108826,1,1,0
108837,3,1,0
108854,16,1,0
108868,11,1,0
108880,1,1,0
108884,3,1,0
108890,3,1,0
108906,13,1,0
108912,1,1,0
108919,101,1,0
108929,1,1,0
108937,26,1,0
108941,11,1,0
108945,1,1,0
108946,1,1,0
108948,1,1,0
108952,1,1,0
108962,109,1,0
108966,11,1,0
108971,121,1,0
108978,11,1,0
108985,1,1,0
108986,1,1,0
108995,11,1,0
109002,21,1,0
109007,183,1,0
109050,1,1,0
109051,13,1,0
109062,11,1,0
109073,11,1,0
109076,11,1,0
109081,11,1,0
109082,11,1,0
109084,101,1,0
109089,1,1,0
109106,131,1,0
109107,17,1,0
109109,3,1,0
109113,11,1,0
109119,11,1,0
109132,1,1,0
109136,103,1,0
109140,3,1,0
109165,1,1,0
109180,11,1,0
109181,31,1,0
109212,11,1,0
109215,11,1,0
109217,51,1,0
109221,1,1,0
109224,1,1,0
109226,11,1,0
109233,101,1,0
109236,1,1,0
109238,1,1,0
109242,101,1,0
109250,11,1,0
109253,1,1,0
109259,113,1,0
109284,11,1,0
109297,1,1,0
109299,61,1,0
109304,111,1,0
109305,11,1,0
109310,101,1,0
109338,21,1,0
109341,1,1,0
109348,31,1,0
109367,101,1,0
109371,13,1,0
109375,61,1,0
109377,1,1,0
109385,9,1,0
109390,11,1,0
109400,13,1,0
109408,3,1,0
109414,1,1,0
109423,11,1,0
109424,11,1,0
109425,23,1,0
109427,11,1,0
109436,1,1,0
109438,111,1,0
109439,111,1,0
109441,11,1,0
109443,1,1,0
109444,11,1,0
109445,11,1,0
109446,101,1,0
109449,101,1,0
109456,1,1,0
109463,1,1,0
109464,113,1,0
109468,1,1,0
109475,101,1,0
109485,131,1,0
109492,111,1,0
109495,119,1,0
109498,1,1,0
109521,11,1,0
109523,11,1,0
109527,31,1,0
109529,1,1,0
109541,126,1,0
109545,21,1,0
109570,21,1,0
109581,11,1,0
109585,11,1,0
109588,23,1,0
109590,11,1,0
109593,1,1,0
109598,3,1,0
109599,103,1,0
109611,1,1,0
109630,101,1,0
109631,1,1,0
109632,11,1,0
109638,101,1,0
109667,1,1,0
109675,13,1,0
109679,13,1,0
109690,21,1,0
109691,1,1,0
109694,1,1,0
109715,3,1,0
109717,121,1,0
109728,1,1,0
109738,11,1,0
109744,1,1,0
109757,103,1,0
109760,9,1,0
109767,101,1,0
109768,1,1,0
109771,11,1,0
109774,1,1,0
109788,26,1,0
109799,1,1,0
109806,123,1,0
109809,111,1,0
109812,39,1,0
109814,121,1,0
109823,101,1,0
109832,1,1,0
109833,1,1,0
109837,101,1,0
109842,11,1,0
109852,11,1,0
109856,11,1,0
109859,21,1,0
109862,11,1,0
109867,3,1,0
109869,11,1,0
109889,21,1,0
109907,31,1,0
109914,101,1,0
109919,11,1,0
109926,13,1,0
109928,1,1,0
109937,1,1,0
109938,1,1,0
109941,1,1,0
109947,101,1,0
109959,1,1,0
109960,16,1,0
109963,1,1,0
109982,101,1,0
109983,41,1,0
109986,71,1,0
109990,11,1,0
110004,1,1,0
110009,11,1,0
110010,1,1,0
110011,1,1,0
110013,1,1,0
110014,3,1,0
110020,21,1,0
110024,1,1,0
110027,1,1,0
110039,21,1,0
110042,101,1,0
110043,11,1,0
110045,11,1,0
110058,11,1,0
110072,21,1,0
110074,11,1,0
110077,101,1,0
110078,9,1,0
110113,109,1,0
110125,133,1,0
110131,1,1,0
110132,13,1,0
110135,11,1,0
110144,1,1,0
110184,31,1,0
110188,1,1,0
110195,11,1,0
110199,11,1,0
110202,11,1,0
110203,1,1,0
110204,21,1,0
110208,123,1,0
110216,1,1,0
110218,21,1,0
110226,1,1,0
110229,111,1,0
110237,9,1,0
110246,21,1,0
110248,111,1,0
110268,11,1,0
110294,11,1,0
110296,51,1,0
110310,1,1,0
110317,11,1,0
110319,21,1,0
110321,113,1,0
110331,101,1,0
110334,3,1,0
110340,1,1,0
110347,1,1,0
110348,11,1,0
110353,11,1,0
110357,31,1,0
110361,31,1,0
110377,11,1,0
110378,111,1,0
110393,111,1,0
110394,1,1,0
110397,1,1,0
110398,1,1,0
110402,11,1,0
110411,13,1,0
110412,11,1,0
110419,3,1,0
110425,11,1,0
110437,13,1,0
110441,11,1,0
110448,111,1,0
110456,1,1,0
110457,1,1,0
110459,1,1,0
110481,1,1,0
110492,1,1,0
110498,103,1,0
110500,11,1,0
110522,11,1,0
110532,1,1,0
110539,11,1,0
110541,1,1,0
110546,1,1,0
110548,11,1,0
110557,123,1,0
110564,101,1,0
110581,7,1,0
110582,21,1,0
110585,11,1,0
110588,101,1,0
110595,11,1,0
110608,111,1,0
110609,9,1,0
110611,11,1,0
110615,103,1,0
110616,1,1,0
110618,11,1,0
110619,143,1,0
110620,1,1,0
110622,1,1,0
110623,1,1,0
110625,11,1,0
110627,21,1,0
110628,11,1,0
110638,111,1,0
110645,31,1,0
110650,21,1,0
110653,11,1,0
110654,1,1,0
110687,11,1,0
110693,7,1,0
110703,11,1,0
110710,11,1,0
110711,111,1,0
110715,11,1,0
110724,1,1,0
110727,11,1,0
110729,11,1,0
110732,111,1,0
110735,11,1,0
110736,111,1,0
110751,11,1,0
110756,1,1,0
110760,11,1,0
110769,1,1,0
110773,21,1,0
110777,21,1,0
110782,11,1,0
110787,11,1,0
110792,11,1,0
110796,1,1,0
110800,1,1,0
110803,3,1,0
110808,1,1,0
110811,1,1,0
110817,11,1,0
110818,1,1,0
110819,21,1,0
110821,11,1,0
110826,111,1,0
110834,11,1,0
110839,21,1,0
110845,11,1,0
110851,1,1,0
110856,1,1,0
110861,1,1,0
110889,21,1,0
110892,1,1,0
110893,13,1,0
110897,21,1,0
110904,1,1,0
110907,1,1,0
110916,1,1,0
110918,101,1,0
110921,21,1,0
110928,1,1,0
110936,1,1,0
110946,101,1,0
110953,1,1,0
110959,1,1,0
110960,11,1,0
110962,97,1,0
110964,179,1,0
110965,111,1,0
110967,11,1,0
110976,11,1,0
110977,3,1,0
110980,101,1,0
110984,11,1,0
110989,13,1,0
110991,3,1,0
110995,1,1,0
111002,101,1,0
111004,3,1,0
111005,1,1,0
111006,1,1,0
111008,111,1,0
111010,1,1,0
111012,11,1,0
111013,11,1,0
111015,1,1,0
111016,11,1,0
111017,1,1,0
111029,11,1,0
111031,101,1,0
111034,1,1,0
111048,13,1,0
111071,1,1,0
111094,11,1,0
111098,111,1,0
111100,13,1,0
111107,13,1,0
111109,33,1,0
111114,1,1,0
111123,1,1,0
111125,1,1,0
111129,1,1,0
111131,1,1,0
111132,1,1,0
111135,1,1,0
111142,1,1,0
111143,1,1,0
111144,21,1,0
111145,11,1,0
111151,1,1,0
111158,1,1,0
111171,101,1,0
111180,1,1,0
111189,101,1,0
111200,1,1,0
111215,1,1,0
111222,1,1,0
111233,143,1,0
111237,11,1,0
111240,1,1,0
111241,101,1,0
111247,11,1,0
111259,1,1,0
111269,11,1,0
111270,1,1,0
111273,1,1,0
111282,1,1,0
111288,1,1,0
111289,1,1,0
111301,1,1,0
111303,1,1,0
111305,21,1,0
111308,3,1,0
111323,11,1,0
111324,1,1,0
111331,105,1,0
111333,1,1,0
111334,1,1,0
111339,1,1,0
111344,1,1,0
111345,11,1,0
111351,1,1,0
111354,1,1,0
111355,1,1,0
111365,31,1,0
111367,101,1,0
111371,1,1,0
111372,9,1,0
111375,101,1,0
111377,11,1,0
111378,1,1,0
111379,1,1,0
111389,1,1,0
111390,1,1,0
111391,1,1,0
111404,101,1,0
111405,3,1,0
111407,63,1,0
111408,1,1,0
111414,121,1,0
111417,3,1,0
111425,1,1,0
111427,1,1,0
111430,107,1,0
111436,101,1,0
111444,1,1,0
111445,11,1,0
111458,1,1,0
111463,1,1,0
111469,1,1,0
111475,11,1,0
111477,1,1,0
111481,101,1,0
111490,1,1,0
111494,1,1,0
111497,3,1,0
111500,1,1,0
111502,3,1,0
111505,111,1,0
111510,11,1,0
111511,1,1,0
111512,13,1,0
111522,103,1,0
111526,1,1,0
111556,1,1,0
111557,103,1,0
111559,99,1,0
111562,13,1,0
111591,1,1,0
111593,101,1,0
111600,11,1,0
111602,23,1,0
111605,1,1,0
111608,1,1,0
111610,1,1,0
111612,9,1,0
111615,1,1,0
111618,3,1,0
111623,26,1,0
111625,1,1,0
111631,3,1,0
111642,23,1,0
111658,21,1,0
111662,113,1,0
111665,109,1,0
111669,1,1,0
111678,1,1,0
111685,101,1,0
111690,11,1,0
111693,11,1,0
111700,1,1,0
111701,1,1,0
111710,101,1,0
111717,1,1,0
111722,11,1,0
111751,13,1,0
111755,1,1,0
111763,1,1,0
111766,9,1,0
111767,101,1,0
111770,1,1,0
111775,1,1,0
111794,11,1,0
111800,31,1,0
111802,5,1,0
111808,3,1,0
111814,101,1,0
111817,101,1,0
111821,11,1,0
111822,111,1,0
111835,1,1,0
111838,16,1,0
111853,1,1,0
111857,1,1,0
111859,21,1,0
111862,101,1,0
111864,101,1,0
111889,1,1,0
111890,103,1,0
111893,1,1,0
111903,21,1,0
111906,11,1,0
111919,1,1,0
111923,1,1,0
111928,1,1,0
111929,1,1,0
111932,1,1,0
111935,1,1,0
111978,1,1,0
111983,101,1,0
111985,131,1,0
111988,101,1,0
111996,1,1,0
112002,11,1,0
112005,21,1,0
112010,9,1,0
112011,13,1,0
112020,1,1,0
112025,1,1,0
112027,11,1,0
112037,11,1,0
112045,11,1,0
112059,111,1,0
112063,1,1,0
112068,1,1,0
112071,101,1,0
112074,101,1,0
112078,1,1,0
112079,1,1,0
112085,3,1,0
112093,1,1,0
112096,1,1,0
112106,11,1,0
112108,1,1,0
112111,1,1,0
112113,121,1,0
112114,1,1,0
112115,1,1,0
112120,1,1,0
112124,11,1,0
112126,21,1,0
112135,11,1,0
112136,11,1,0
112137,3,1,0
112142,101,1,0
112143,3,1,0
112144,11,1,0
112148,121,1,0
112150,11,1,0
112153,111,1,0
112155,1,1,0
112161,13,1,0
112167,1,1,0
112174,1,1,0
112179,99,1,0
112182,1,1,0
112183,1,1,0
112189,1,1,0
112190,11,1,0
112197,1,1,0
112200,131,1,0
112203,1,1,0
112204,1,1,0
112207,1,1,0
112209,1,1,0
112217,1,1,0
112222,1,1,0
112224,1,1,0
112226,123,1,0
112229,1,1,0
112232,101,1,0
112233,1,1,0
112240,1,1,0
112254,1,1,0
112264,1,1,0
112266,1,1,0
112271,11,1,0
112275,111,1,0
112277,101,1,0
112283,11,1,0
112289,1,1,0
112293,1,1,0
112294,101,1,0
112297,1,1,0
112315,1,1,0
112316,1,1,0
112319,1,1,0
112326,1,1,0
112327,13,1,0
112335,11,1,0
112340,111,1,0
112345,133,1,0
112346,21,1,0
112347,1,1,0
112352,1,1,0
112362,1,1,0
112363,1,1,0
112364,1,1,0
112369,1,1,0
112371,1,1,0
112376,1,1,0
112379,1,1,0
112389,11,1,0
112398,1,1,0
112407,1,1,0
112408,1,1,0
112421,111,1,0
112428,11,1,0
112429,11,1,0
112432,1,1,0
112448,1,1,0
112451,1,1,0
112452,101,1,0
112461,13,1,0
112463,1,1,0
112477,1,1,0
112486,11,1,0
112500,53,1,0
112501,13,1,0
112512,1,1,0
112513,1,1,0
112518,1,1,0
112524,3,1,0
112525,1,1,0
112526,109,1,0
112531,1,1,0
112535,101,1,0
112536,1,1,0
112538,111,1,0
112541,1,1,0
112545,1,1,0
112546,11,1,0
112547,1,1,0
112548,101,1,0
112558,1,1,0
112560,101,1,0
43,101,1,6
52,146,1,6
70,181,1,6
71,203,1,6
96,273,1,6
98,123,1,6
102,151,1,6
131,113,1,6
134,295,1,6
141,101,1,6
154,656,1,6
157,451,1,6
160,101,1,6
168,161,1,6
177,121,1,6
179,143,1,6
180,216,1,6
187,101,1,6
189,231,1,6
194,31,1,6
208,111,1,6
212,243,1,6
223,101,1,6
226,131,1,6
236,211,1,6
249,131,1,6
262,221,1,6
265,121,1,6
275,233,1,6
290,101,1,6
292,129,1,6
366,151,1,6
395,11,1,6
404,151,1,6
414,111,1,6
451,156,1,6
463,171,1,6
466,21,1,6
480,131,1,6
484,141,1,6
490,57,1,6
496,241,1,6
508,131,1,6
518,111,1,6
524,21,1,6
531,181,1,6
536,181,1,6
543,131,1,6
552,191,1,6
560,212,1,6
571,21,1,6
582,111,1,6
602,191,1,6
638,236,1,6
645,143,1,6
655,51,1,6
663,379,1,6
680,21,1,6
686,101,1,6
691,109,1,6
700,151,1,6
713,121,1,6
714,11,1,6
721,159,1,6
725,211,1,6
729,21,1,6
755,101,1,6
782,1,1,6
786,131,1,6
797,171,1,6
800,101,1,6
801,151,1,6
807,111,1,6
809,153,1,6
810,121,1,6
839,113,1,6
848,11,1,6
870,183,1,6
872,91,1,6
880,21,1,6
883,123,1,6
886,291,1,6
889,201,1,6
900,141,1,6
901,41,1,6
908,177,1,6
913,143,1,6
916,11,1,6
921,181,1,6
944,71,1,6
953,226,1,6
957,151,1,6
994,101,1,6
1018,121,1,6
1028,59,1,6
1047,313,1,6
1057,21,1,6
1061,121,1,6
1096,21,1,6
1103,111,1,6
1107,85,1,6
1111,156,1,6
1125,65,1,6
1147,273,1,6
1162,209,1,6
1164,11,1,6
1174,53,1,6
1176,21,1,6
1177,123,1,6
1206,51,1,6
1207,41,1,6
1208,209,1,6
1220,31,1,6
1224,321,1,6
1240,179,1,6
1247,113,1,6
1257,1,1,6
1264,141,1,6
1271,103,1,6
1284,11,1,6
1300,101,1,6
1306,101,1,6
1319,111,1,6
1324,113,1,6
1334,133,1,6
1355,189,1,6
1360,61,1,6
1368,271,1,6
1379,51,1,6
1384,56,1,6
1387,303,1,6
1390,261,1,6
2443,141,1,6
2458,61,1,6
2481,121,1,6
2485,11,1,6
2507,693,1,6
2544,303,1,6
2567,103,1,6
2583,121,1,6
2584,105,1,6
2586,113,1,6
2599,23,1,6
2600,137,1,6
2604,213,1,6
2621,131,1,6
2648,61,1,6
2653,963,1,6
2661,613,1,6
2670,119,1,6
2673,192,1,6
2680,121,1,6
2699,181,1,6
2702,161,1,6
2711,157,1,6
2725,353,1,6
2726,71,1,6
2744,61,1,6
2753,103,1,6
2756,43,1,6
2781,123,1,6
2787,41,1,6
2790,413,1,6
2798,83,1,6
2830,143,1,6
2838,1,1,6
2850,33,1,6
2862,101,1,6
2863,151,1,6
2873,41,1,6
2878,153,1,6
2883,121,1,6
2910,11,1,6
2912,111,1,6
2913,71,1,6
2923,11,1,6
2948,111,1,6
2949,31,1,6
2956,1,1,6
2972,171,1,6
2978,121,1,6
2979,331,1,6
2981,113,1,6
2985,136,1,6
2997,981,1,6
3030,39,1,6
3036,111,1,6
3040,101,1,6
3052,101,1,6
3053,29,1,6
3055,71,1,6
3058,141,1,6
3064,231,1,6
3068,71,1,6
3085,119,1,6
3089,111,1,6
3097,5,1,6
3100,31,1,6
3101,31,1,6
3106,13,1,6
3128,11,1,6
3133,111,1,6
3150,101,1,6
3153,101,1,6
3169,161,1,6
3178,111,1,6
3179,121,1,6
3181,26,1,6
3203,141,1,6
3213,141,1,6
3215,131,1,6
3216,131,1,6
3223,149,1,6
3226,143,1,6
3230,93,1,6
3244,121,1,6
3245,103,1,6
3250,291,1,6
3255,213,1,6
3259,11,1,6
3263,211,1,6
3279,121,1,6
3283,123,1,6
3284,191,1,6
3289,163,1,6
3294,356,1,6
3299,61,1,6
3315,121,1,6
3325,151,1,6
3326,61,1,6
3327,129,1,6
3336,19,1,6
3343,161,1,6
3346,139,1,6
3347,181,1,6
3361,151,1,6
3376,11,1,6
3390,47,1,6
3397,131,1,6
3411,131,1,6
3412,101,1,6
3417,141,1,6
3445,113,1,6
3459,161,1,6
3465,141,1,6
3473,7,1,6
3482,121,1,6
3486,61,1,6
3498,111,1,6
3506,41,1,6
3507,51,1,6
3513,201,1,6
3514,171,1,6
3526,13,1,6
3539,141,1,6
3540,113,1,6
3546,21,1,6
3551,33,1,6
3556,126,1,6
3563,11,1,6
3564,111,1,6
3570,109,1,6
3577,133,1,6
3580,123,1,6
3583,81,1,6
3587,63,1,6
3598,13,1,6
3599,111,1,6
3605,41,1,6
4618,41,1,6
4622,136,1,6
4637,271,1,6
4662,61,1,6
4686,43,1,6
4688,21,1,6
4692,11,1,6
4711,71,1,6
4730,231,1,6
4737,101,1,6
4739,111,1,6
4766,101,1,6
4767,41,1,6
4779,111,1,6
4784,1,1,6
4794,29,1,6
4800,61,1,6
4803,123,1,6
4804,53,1,6
4808,656,1,6
4813,41,1,6
4819,111,1,6
4821,131,1,6
4839,161,1,6
4841,119,1,6
4842,11,1,6
4847,101,1,6
4852,21,1,6
4855,111,1,6
4859,81,1,6
4862,101,1,6
4879,115,1,6
4887,41,1,6
4889,21,1,6
4904,101,1,6
4907,26,1,6
4910,33,1,6
4929,11,1,6
4943,101,1,6
4944,101,1,6
4950,141,1,6
4956,31,1,6
4967,51,1,6
4973,131,1,6
4974,141,1,6
4999,33,1,6
5004,31,1,6
5010,1,1,6
5012,126,1,6
5019,63,1,6
5038,131,1,6
5042,121,1,6
5053,131,1,6
5066,11,1,6
5073,11,1,6
5075,41,1,6
5077,109,1,6
5079,131,1,6
