id,reputation,comment_count,age
8596,101,1,6
63815,101,1,2
63816,3,1,2
63826,21,1,2
84121,111,1,1
63870,101,1,2
84118,111,1,1
63895,101,1,2
63896,41,1,2
84113,169,1,1
63929,1,1,2
8609,21,1,6
63952,21,1,2
273,151,1,6
63964,1,1,2
84079,11,1,1
64014,101,1,2
64016,11,1,2
64019,111,1,2
64025,23,1,2
64039,115,1,2
84070,11,1,1
84051,175,1,1
64046,57,1,2
64062,101,1,2
64076,101,1,2
64080,1,1,2
64083,1,1,2
64094,1,1,2
64104,41,1,2
64106,141,1,2
84012,101,1,1
64112,111,1,2
83994,101,1,1
83951,21,1,1
8630,101,1,6
83946,3,1,1
64199,109,1,2
83943,101,1,1
8643,401,1,6
64244,11,1,2
83936,11,1,1
64274,101,1,2
64294,13,1,2
64301,13,1,2
83917,3,1,1
64310,151,1,2
64330,101,1,2
64337,121,1,2
64353,1,1,2
64372,101,1,2
83911,101,1,1
64386,66,1,2
64389,99,1,2
64394,3,1,2
64399,21,1,2
64410,113,1,2
64425,121,1,2
64444,1,1,2
64462,1,1,2
83903,101,1,1
64522,101,1,2
83901,106,1,1
83860,73,1,1
64558,13,1,2
64565,111,1,2
64588,121,1,2
83806,1,1,1
83802,111,1,1
64604,111,1,2
64628,131,1,2
64631,21,1,2
108472,101,1,0
64648,1,1,2
64657,143,1,2
64659,103,1,2
64664,101,1,2
83800,11,1,1
64678,101,1,2
64686,1,1,2
64712,101,1,2
8653,31,1,6
83761,101,1,1
64720,11,1,2
83751,31,1,1
8657,11,1,6
64772,101,1,2
64775,31,1,2
83739,86,1,1
64797,31,1,2
64805,11,1,2
8660,121,1,6
64867,11,1,2
83701,11,1,1
83678,101,1,1
83669,51,1,1
64913,131,1,2
64923,11,1,2
83647,21,1,1
64940,121,1,2
83643,101,1,1
8664,286,1,6
64966,111,1,2
64983,13,1,2
83611,1,1,1
83598,31,1,1
64998,13,1,2
65019,65,1,2
65022,41,1,2
65027,543,1,2
65037,1,1,2
65052,121,1,2
65053,71,1,2
65062,101,1,2
83553,1,1,1
65081,3,1,2
65088,101,1,2
108461,113,1,0
65122,1,1,2
83549,1,1,1
83542,101,1,1
65139,101,1,2
65147,165,1,2
83533,103,1,1
83520,1,1,1
83515,31,1,1
8688,101,1,6
65189,1,1,2
83493,113,1,1
65204,101,1,2
65208,101,1,2
83488,55,1,1
83483,1,1,1
65232,1,1,2
65257,1,1,2
65268,11,1,2
65269,101,1,2
83478,1,1,1
8692,103,1,6
65309,131,1,2
83454,101,1,1
65338,21,1,2
83446,111,1,1
65371,19,1,2
83413,1,1,1
83393,1,1,1
65389,1,1,2
65403,101,1,2
65408,13,1,2
65410,21,1,2
65416,1,1,2
8714,141,1,6
65475,101,1,2
108453,101,1,0
83361,51,1,1
65533,11,1,2
65538,103,1,2
65548,101,1,2
65555,103,1,2
83359,1,1,1
83358,13,1,1
8754,131,1,6
83339,1,1,1
83332,1,1,1
65628,1,1,2
65640,11,1,2
278,201,1,6
83330,21,1,1
65662,1,1,2
65672,133,1,2
65690,101,1,2
83303,26,1,1
83302,21,1,1
8819,11,1,6
65730,1,1,2
108406,1,1,0
65762,101,1,2
65765,43,1,2
83283,1,1,1
65768,101,1,2
83273,31,1,1
65781,123,1,2
65793,131,1,2
83237,1,1,1
65829,1,1,2
8833,101,1,6
65840,101,1,2
65843,23,1,2
65856,101,1,2
65867,1,1,2
65883,1,1,2
65892,1,1,2
8839,3,1,6
83236,1,1,1
83229,11,1,1
65965,31,1,2
66002,143,1,2
83207,21,1,1
83193,113,1,1
66030,101,1,2
66033,103,1,2
66043,101,1,2
66059,111,1,2
83155,11,1,1
112074,101,1,0
66094,113,1,2
66103,101,1,2
83154,3,1,1
83148,31,1,1
66152,101,1,2
66162,101,1,2
66165,123,1,2
66172,1,1,2
108362,56,1,0
83133,151,1,1
83121,11,1,1
66230,1,1,2
66234,101,1,2
66235,1,1,2
83114,1,1,1
66310,101,1,2
66325,1,1,2
66336,36,1,2
66345,109,1,2
66366,101,1,2
66379,1,1,2
66405,1,1,2
66411,23,1,2
66421,1,1,2
66437,11,1,2
66443,1,1,2
66470,13,1,2
66472,151,1,2
66481,101,1,2
66497,1,1,2
82971,111,1,1
66510,111,1,2
66533,101,1,2
66538,3,1,2
66544,101,1,2
66557,101,1,2
66565,201,1,2
66577,111,1,2
66581,11,1,2
108346,46,1,0
66602,13,1,2
66604,21,1,2
66612,134,1,2
82950,1,1,1
66649,123,1,2
66656,46,1,2
66663,61,1,2
66669,1,1,2
66700,103,1,2
66707,51,1,2
66721,1,1,2
82936,1,1,1
66739,101,1,2
82926,111,1,1
66753,11,1,2
82922,19,1,1
66764,1,1,2
66765,111,1,2
82861,33,1,1
82846,103,1,1
8951,5,1,6
66807,101,1,2
82844,101,1,1
66850,101,1,2
108330,11,1,0
66861,11,1,2
82842,13,1,1
66864,121,1,2
66880,121,1,2
66901,11,1,2
66928,1,1,2
66938,1,1,2
82837,55,1,1
66966,101,1,2
66969,11,1,2
66972,101,1,2
66987,111,1,2
66995,153,1,2
67023,1,1,2
67036,101,1,2
67041,101,1,2
82768,1,1,1
67064,121,1,2
82752,103,1,1
67074,1,1,2
67089,113,1,2
108326,1,1,0
8986,151,1,6
67116,11,1,2
67120,101,1,2
8987,111,1,6
82726,131,1,1
67144,101,1,2
67148,123,1,2
67149,111,1,2
67154,13,1,2
67157,3,1,2
82706,1,1,1
82702,187,1,1
82701,1,1,1
82698,150,1,1
82697,1,1,1
82633,103,1,1
67243,31,1,2
67246,33,1,2
67261,143,1,2
82623,101,1,1
67283,101,1,2
67294,33,1,2
67302,81,1,2
82610,1,1,1
82581,101,1,1
67342,13,1,2
82542,121,1,1
67354,101,1,2
82528,129,1,1
67362,31,1,2
82522,101,1,1
67378,101,1,2
67396,21,1,2
8999,111,1,6
82518,123,1,1
67418,113,1,2
67420,111,1,2
82487,3,1,1
67428,3,1,2
82484,123,1,1
82463,1,1,1
82418,1,1,1
67474,21,1,2
67485,33,1,2
67494,35,1,2
67498,123,1,2
82405,143,1,1
67508,121,1,2
67536,45,1,2
82404,101,1,1
67551,43,1,2
67555,1,1,2
67561,111,1,2
67573,103,1,2
67577,1,1,2
108323,109,1,0
82382,101,1,1
67633,13,1,2
67641,121,1,2
82374,1,1,1
67644,1,1,2
67659,101,1,2
67671,1,1,2
67673,101,1,2
67674,101,1,2
67679,11,1,2
67710,1,1,2
67724,101,1,2
67726,11,1,2
82358,101,1,1
67751,141,1,2
82344,11,1,1
67757,71,1,2
67777,101,1,2
67793,101,1,2
67796,11,1,2
108288,1,1,0
82321,1,1,1
67833,101,1,2
67913,1,1,2
67915,1,1,2
82313,21,1,1
67966,45,1,2
82309,1,1,1
67982,1,1,2
9052,31,1,6
82286,1,1,1
68011,39,1,2
82277,101,1,1
82258,26,1,1
68028,13,1,2
82251,3,1,1
68037,3,1,2
68048,121,1,2
82242,41,1,1
82197,1,1,1
68075,21,1,2
68096,41,1,2
68100,26,1,2
68121,21,1,2
82164,11,1,1
82133,101,1,1
68137,121,1,2
68147,21,1,2
82110,141,1,1
68171,111,1,2
68182,1,1,2
82109,101,1,1
68210,11,1,2
9079,119,1,6
82093,111,1,1
82077,131,1,1
68235,11,1,2
68239,1,1,2
68240,1,1,2
82073,9,1,1
82025,101,1,1
68276,21,1,2
68280,25,1,2
68308,165,1,2
68313,352,1,2
108201,1,1,0
68326,121,1,2
68333,56,1,2
68346,13,1,2
297,101,1,6
82009,101,1,1
80983,113,1,1
68404,101,1,2
68448,33,1,2
68452,101,1,2
68457,111,1,2
80979,11,1,1
68491,121,1,2
68493,101,1,2
68496,1,1,2
68508,101,1,2
108190,1,1,0
68519,23,1,2
68547,21,1,2
68589,111,1,2
68594,123,1,2
68610,1,1,2
108127,103,1,0
9131,101,1,6
9135,101,1,6
68669,21,1,2
68674,11,1,2
68677,13,1,2
112053,31,1,0
68714,101,1,2
68740,11,1,2
80978,1,1,1
68754,101,1,2
68772,1,1,2
68778,21,1,2
68783,31,1,2
68786,31,1,2
9161,101,1,6
68817,13,1,2
68818,148,1,2
68824,101,1,2
68864,101,1,2
68908,161,1,2
68953,143,1,2
80931,103,1,1
9167,31,1,6
68974,31,1,2
80920,17,1,1
68983,175,1,2
68984,1,1,2
68988,121,1,2
68990,75,1,2
69002,261,1,2
69010,111,1,2
69023,23,1,2
80887,31,1,1
69040,101,1,2
9178,101,1,6
69073,23,1,2
69077,103,1,2
69082,121,1,2
80868,101,1,1
69092,1,1,2
80867,101,1,1
69103,1,1,2
69121,71,1,2
9186,316,1,6
69149,101,1,2
108115,101,1,0
69163,13,1,2
108103,1,1,0
69174,186,1,2
69193,1,1,2
69194,1,1,2
69198,1,1,2
9202,123,1,6
69213,131,1,2
69214,1,1,2
69234,101,1,2
69246,101,1,2
80850,11,1,1
9215,11,1,6
69257,3,1,2
318,101,1,6
69301,1,1,2
80795,141,1,1
69349,1,1,2
69356,1,1,2
69362,101,1,2
69376,187,1,2
69377,96,1,2
80787,1,1,1
80780,101,1,1
69408,123,1,2
69412,111,1,2
69433,101,1,2
69445,1,1,2
108098,101,1,0
80775,11,1,1
69477,123,1,2
80774,23,1,1
80748,21,1,1
80745,1,1,1
69498,111,1,2
69511,113,1,2
80744,116,1,1
80710,101,1,1
69528,9,1,2
69534,1,1,2
69535,23,1,2
80709,1,1,1
9237,101,1,6
80706,1,1,1
69555,101,1,2
80695,1,1,1
69562,101,1,2
69567,101,1,2
80685,19,1,1
69577,111,1,2
69606,111,1,2
69609,23,1,2
69614,3,1,2
69633,21,1,2
69634,96,1,2
80675,101,1,1
80657,3,1,1
80643,111,1,1
69671,141,1,2
69675,101,1,2
69685,53,1,2
69686,113,1,2
69702,33,1,2
69723,101,1,2
9253,135,1,6
69742,51,1,2
69744,1,1,2
69758,43,1,2
69766,101,1,2
80634,101,1,1
69777,21,1,2
69778,21,1,2
69782,1,1,2
69783,13,1,2
69786,101,1,2
69790,101,1,2
69799,31,1,2
69800,41,1,2
9270,121,1,6
80630,101,1,1
69823,31,1,2
80613,1,1,1
80609,101,1,1
69865,111,1,2
69881,101,1,2
69890,101,1,2
69942,121,1,2
69945,33,1,2
69957,51,1,2
69970,101,1,2
9273,131,1,6
69990,101,1,2
80559,1,1,1
70000,31,1,2
70001,121,1,2
70021,211,1,2
70050,111,1,2
70055,19,1,2
70074,11,1,2
70078,113,1,2
70080,3,1,2
9274,1,1,6
9281,113,1,6
70097,33,1,2
80520,129,1,1
70116,101,1,2
70117,13,1,2
70118,61,1,2
70126,31,1,2
70141,21,1,2
70147,111,1,2
70152,13,1,2
80460,1,1,1
70173,11,1,2
70177,101,1,2
80448,11,1,1
70222,1,1,2
70227,13,1,2
70228,1,1,2
70237,79,1,2
70238,101,1,2
70240,101,1,2
70241,21,1,2
80447,1,1,1
70252,101,1,2
70267,21,1,2
70274,11,1,2
70293,13,1,2
70321,11,1,2
108070,1,1,0
70340,1,1,2
70346,11,1,2
70348,116,1,2
70349,1,1,2
80380,153,1,1
9306,103,1,6
70409,1,1,2
70420,121,1,2
70454,1,1,2
70470,101,1,2
80363,121,1,1
70484,101,1,2
70501,11,1,2
70520,103,1,2
70525,11,1,2
70535,121,1,2
70542,153,1,2
80285,13,1,1
108062,43,1,0
80282,11,1,1
80264,11,1,1
70607,11,1,2
70612,11,1,2
80262,1,1,1
9316,121,1,6
70626,13,1,2
70635,11,1,2
80244,3,1,1
70641,1,1,2
9318,101,1,6
70657,101,1,2
9322,91,1,6
80199,1,1,1
80185,116,1,1
80168,31,1,1
70708,11,1,2
70715,101,1,2
80135,101,1,1
70762,121,1,2
70767,1,1,2
70771,1,1,2
80131,1,1,1
80105,101,1,1
70791,131,1,2
70794,101,1,2
70795,131,1,2
70798,101,1,2
70810,1,1,2
70822,101,1,2
70830,21,1,2
70834,101,1,2
70836,101,1,2
80081,111,1,1
70846,131,1,2
70854,21,1,2
70861,101,1,2
70862,306,1,2
70863,286,1,2
70867,101,1,2
80069,41,1,1
80063,101,1,1
70884,1,1,2
70886,101,1,2
9324,46,1,6
80035,11,1,1
80034,81,1,1
70922,31,1,2
80032,21,1,1
70936,1,1,2
80023,3,1,1
9325,101,1,6
70970,121,1,2
80016,11,1,1
70987,11,1,2
319,101,1,6
80014,145,1,1
79999,103,1,1
9385,143,1,5
71031,51,1,2
71036,1,1,2
71043,11,1,2
71047,63,1,2
71059,31,1,2
71064,1,1,2
71065,123,1,2
71066,1,1,2
71104,111,1,2
79984,101,1,1
71125,11,1,2
71135,21,1,2
71136,103,1,2
79981,113,1,1
71146,123,1,2
71147,11,1,2
71171,111,1,2
71198,11,1,2
71199,11,1,2
71210,11,1,2
9394,123,1,5
79973,1,1,1
79947,101,1,1
79926,11,1,1
71273,101,1,2
108048,1,1,0
71288,11,1,2
9436,29,1,5
79918,101,1,1
71344,1,1,2
71348,31,1,2
9448,191,1,5
79904,21,1,1
71363,111,1,2
71373,1,1,2
71375,63,1,2
71384,11,1,2
71390,21,1,2
71393,11,1,2
9457,111,1,5
9460,1,1,5
71441,43,1,2
79892,61,1,1
79887,101,1,1
79883,1,1,1
71497,111,1,2
71511,45,1,2
71512,1,1,2
71521,1,1,2
71525,131,1,2
71533,11,1,2
108037,101,1,0
71541,111,1,2
79877,21,1,1
79833,101,1,1
71613,11,1,2
79773,121,1,1
79770,111,1,1
71637,1,1,2
108028,13,1,0
79764,41,1,1
71677,99,1,2
71680,101,1,2
71705,31,1,2
71723,1,1,2
71765,141,1,2
71797,21,1,2
71809,23,1,2
71822,21,1,2
71823,11,1,2
71824,63,1,2
71861,77,1,2
71881,113,1,2
108020,33,1,0
108018,1,1,0
79759,121,1,1
79756,21,1,1
79715,111,1,1
71940,101,1,2
79687,101,1,1
79679,123,1,1
71957,19,1,2
71966,1,1,2
71979,151,1,2
72017,101,1,2
72022,1,1,2
73031,31,1,2
73035,11,1,2
73052,1,1,2
73062,103,1,2
73069,23,1,2
9492,19,1,5
73080,21,1,2
323,101,1,6
79624,143,1,1
73129,121,1,2
73134,36,1,2
73164,1,1,2
73170,101,1,2
73183,11,1,2
112025,1,1,0
73232,101,1,2
79577,3,1,1
73259,71,1,2
73269,1,1,2
73274,1,1,2
73286,101,1,2
73298,3,1,2
73311,21,1,2
79573,11,1,1
9508,265,1,5
73322,23,1,2
79570,33,1,1
73361,101,1,2
9510,141,1,5
73367,166,1,2
73371,1,1,2
79540,101,1,1
79514,101,1,1
79502,1,1,1
73401,81,1,1
73433,111,1,1
73440,1,1,1
73446,11,1,1
73466,101,1,1
79484,101,1,1
79466,103,1,1
79435,21,1,1
73498,101,1,1
73501,11,1,1
73502,131,1,1
79416,21,1,1
79396,3,1,1
73521,61,1,1
73539,3,1,1
73559,111,1,1
73579,1,1,1
73584,101,1,1
73585,13,1,1
73593,1,1,1
73597,101,1,1
79357,41,1,1
73622,83,1,1
9511,234,1,5
73632,101,1,1
73633,21,1,1
73645,163,1,1
79348,39,1,1
73666,101,1,1
73676,113,1,1
79336,23,1,1
73708,113,1,1
73730,31,1,1
79333,13,1,1
73766,131,1,1
9521,189,1,5
73786,9,1,1
73795,1,1,1
79293,11,1,1
73826,1,1,1
108016,21,1,0
79231,131,1,1
73897,101,1,1
79203,13,1,1
73920,13,1,1
79198,121,1,1
73932,121,1,1
73959,23,1,1
9544,103,1,5
73967,121,1,1
79193,31,1,1
79188,1,1,1
335,101,1,6
74001,103,1,1
74036,68,1,1
74045,73,1,1
74047,41,1,1
79055,131,1,1
74081,13,1,1
74101,43,1,1
79047,101,1,1
79045,101,1,1
9577,191,1,5
74146,101,1,1
9584,151,1,5
74184,153,1,1
74185,21,1,1
74199,101,1,1
74223,13,1,1
74266,43,1,1
74271,121,1,1
74274,101,1,1
74294,41,1,1
74304,101,1,1
79000,11,1,1
74318,1,1,1
74332,101,1,1
74339,83,1,1
74356,101,1,1
74364,1,1,2
74384,101,1,1
9587,221,1,5
74394,131,1,1
78998,46,1,1
74405,101,1,1
78997,27,1,1
74428,101,1,1
74441,133,1,1
74457,111,1,1
74460,101,1,1
112020,1,1,0
74474,101,1,1
9597,146,1,5
9609,25,1,5
74497,121,1,1
74508,11,1,1
74525,215,1,1
74527,101,1,1
74529,161,1,1
74532,1,1,1
74533,101,1,1
74540,36,1,1
78992,1,1,1
74615,101,1,1
78977,1,1,1
74640,1,1,1
343,101,1,6
74658,1,1,1
74695,1,1,1
74705,126,1,1
74707,13,1,1
107995,1,1,0
74710,1,1,1
74716,101,1,1
74718,31,1,1
74723,111,1,1
78961,3,1,1
9644,131,1,5
74728,111,1,1
78960,1,1,1
74744,101,1,1
74792,101,1,1
74795,113,1,1
74797,101,1,1
74810,101,1,1
74814,31,1,1
78950,101,1,1
78945,121,1,1
78938,13,1,1
74854,101,1,1
74871,1,1,1
78914,1,1,1
74874,101,1,1
9646,101,1,5
107980,86,1,0
74910,11,1,1
74919,111,1,1
74937,1,1,1
9670,71,1,5
74955,141,1,1
78910,13,1,1
74980,21,1,1
107965,1,1,0
75003,1,1,1
75004,33,1,1
75012,3,1,1
75017,1,1,1
78872,101,1,1
75045,1,1,1
75073,101,1,1
75087,11,1,1
75096,13,1,1
9689,141,1,5
75107,1,1,1
75124,162,1,1
75145,13,1,1
78865,3,1,1
78857,103,1,1
43,101,1,6
9712,101,1,5
75181,21,1,1
75213,13,1,1
9714,141,1,5
75226,101,1,1
75237,101,1,1
9722,101,1,5
75249,11,1,1
107964,1,1,0
78848,101,1,1
78847,61,1,1
75263,11,1,1
75273,1,1,1
75276,3,1,1
75278,1,1,1
75280,23,1,1
75289,1,1,1
78829,101,1,1
75336,33,1,1
75352,111,1,1
75358,1,1,1
75359,1,1,1
75363,101,1,1
75370,3,1,1
75373,101,1,1
75374,36,1,1
75387,101,1,1
75391,101,1,1
78784,121,1,1
75409,23,1,1
75422,9,1,1
75423,23,1,1
78766,1,1,1
75435,13,1,1
75436,11,1,1
75440,13,1,1
112004,101,1,0
75455,11,1,1
75480,1,1,1
75492,31,1,1
75494,101,1,1
75502,41,1,1
75507,139,1,1
75508,11,1,1
78739,279,1,1
107948,1,1,0
107926,111,1,0
75553,51,1,1
75557,111,1,1
75569,101,1,1
75580,11,1,1
75592,101,1,1
75596,13,1,1
75606,3,1,1
9799,101,1,5
75614,41,1,1
78728,23,1,1
75652,101,1,1
9802,303,1,5
75666,23,1,1
75671,13,1,1
75678,3,1,1
75681,121,1,1
75685,31,1,1
75691,1,1,1
78714,13,1,1
75770,13,1,1
78698,11,1,1
75787,21,1,1
75825,99,1,1
75836,129,1,1
9807,151,1,5
75861,111,1,1
75863,101,1,1
75867,181,1,1
75890,111,1,1
78673,101,1,1
75917,101,1,1
9810,101,1,5
75934,23,1,1
75944,113,1,1
78672,101,1,1
75974,109,1,1
75982,151,1,1
75987,111,1,1
107925,111,1,0
78613,1,1,1
76005,1,1,1
9819,101,1,5
76022,101,1,1
9838,141,1,5
76032,143,1,1
76044,43,1,1
76050,1,1,1
76064,61,1,1
78582,111,1,1
76069,1,1,1
76071,1,1,1
76072,101,1,1
76077,101,1,1
76083,13,1,1
76087,127,1,1
76098,121,1,1
78539,1,1,1
78519,1,1,1
76127,101,1,1
76128,1,1,1
76131,21,1,1
78514,1,1,1
76145,45,1,1
78495,23,1,1
76177,1,1,1
76182,143,1,1
76199,131,1,1
76217,1,1,1
76221,101,1,1
76228,121,1,1
76236,21,1,1
76265,152,1,1
78436,111,1,1
76295,11,1,1
9856,153,1,5
78411,101,1,1
76318,101,1,1
78389,41,1,1
76333,1,1,1
76348,11,1,1
78377,78,1,1
9901,111,1,5
76409,21,1,1
76412,131,1,1
76427,1,1,1
76429,1,1,1
76433,11,1,1
9928,111,1,5
76453,113,1,1
76460,101,1,1
76470,11,1,1
107906,1,1,0
76521,3,1,1
78365,225,1,1
107888,11,1,0
78364,51,1,1
76537,11,1,1
78363,111,1,1
78358,1,1,1
76578,13,1,1
76579,83,1,1
76587,101,1,1
76588,1,1,1
76617,21,1,1
78349,111,1,1
76626,73,1,1
76635,173,1,1
78342,1,1,1
9951,101,1,5
76715,11,1,1
76724,1,1,1
76726,1,1,1
76728,11,1,1
76760,23,1,1
78276,111,1,1
78274,9,1,1
78267,36,1,1
76781,1,1,1
76787,116,1,1
76794,136,1,1
78209,1,1,1
76819,1,1,1
76853,1,1,1
76863,41,1,1
78184,1,1,1
76886,113,1,1
76894,111,1,1
9956,176,1,5
9958,121,1,5
76912,11,1,1
78165,3,1,1
76930,1,1,1
76937,11,1,1
78159,96,1,1
78143,123,1,1
76993,1,1,1
76995,101,1,1
77003,1,1,1
78120,101,1,1
77019,103,1,1
78116,21,1,1
77054,1,1,1
77061,39,1,1
77094,36,1,1
77101,23,1,1
78114,101,1,1
77111,180,1,1
77117,1,1,1
77121,1,1,1
78113,111,1,1
77146,101,1,1
77148,56,1,1
77149,11,1,1
78104,133,1,1
77157,85,1,1
9960,151,1,5
78092,101,1,1
77166,1,1,1
77169,121,1,1
78082,1,1,1
78067,11,1,1
77217,101,1,1
77227,11,1,1
77244,23,1,1
107886,11,1,0
77270,111,1,1
77278,111,1,1
77282,1,1,1
9972,101,1,5
77304,11,1,1
77305,111,1,1
111915,101,1,0
77313,11,1,1
78062,101,1,1
77317,101,1,1
77323,93,1,1
77329,1,1,1
77335,101,1,1
9982,31,1,5
77352,113,1,1
77357,1,1,1
78052,96,1,1
77385,1,1,1
78050,3,1,1
78047,11,1,1
77415,11,1,1
77444,11,1,1
77472,101,1,1
77496,131,1,1
10001,71,1,5
77518,11,1,1
77519,13,1,1
77544,101,1,1
77557,13,1,1
77565,1,1,1
77574,161,1,1
77584,23,1,1
77643,1,1,1
77649,101,1,1
77663,133,1,1
78018,101,1,1
77667,101,1,1
77698,13,1,1
77708,193,1,1
77715,11,1,1
77781,111,1,1
77812,1,1,1
107860,111,1,0
78010,21,1,1
77843,191,1,1
77847,133,1,1
77868,1,1,1
107837,3,1,0
77879,101,1,1
78007,1,1,1
77890,11,1,1
77891,21,1,1
78004,146,1,1
77904,1,1,1
77997,11,1,1
77918,101,1,1
10025,101,1,5
77977,43,1,1
77950,133,1,1
77960,136,1,1
77973,1,1,1
77974,1,1,1
111897,101,1,0
10037,101,1,5
10049,257,1,5
10050,7,1,5
10076,481,1,5
10085,1,1,5
10086,101,1,5
10090,101,1,5
107818,23,1,0
10102,163,1,5
111893,1,1,0
387,183,1,6
10125,101,1,5
10131,51,1,5
10133,101,1,5
107754,3,1,0
107737,115,1,0
10155,163,1,5
10187,73,1,5
10189,113,1,5
107714,101,1,0
10232,157,1,5
10240,163,1,5
10253,117,1,5
10255,203,1,5
10270,11,1,5
10273,103,1,5
10293,171,1,5
10301,111,1,5
10305,101,1,5
10307,101,1,5
10314,124,1,5
10318,61,1,5
107658,3,1,0
107650,101,1,0
107619,11,1,0
10344,31,1,5
107612,1,1,0
10346,191,1,5
50,101,1,6
107589,11,1,0
107586,123,1,0
10383,89,1,5
10384,196,1,5
107578,1,1,0
10409,13,1,5
10416,61,1,5
10423,1,1,5
10427,176,1,5
10429,43,1,5
111889,1,1,0
413,211,1,6
418,599,1,6
10464,121,1,5
112476,1,1,0
107565,3,1,0
107563,103,1,0
10521,1,1,5
107503,113,1,0
10523,171,1,5
111887,11,1,0
10536,56,1,5
10584,109,1,5
107464,1,1,0
107445,33,1,0
10596,113,1,5
107443,101,1,0
438,101,1,6
10655,101,1,5
107435,143,1,0
107431,13,1,0
444,101,1,6
107409,11,1,0
107401,205,1,0
107399,3,1,0
107395,133,1,0
107393,1,1,0
10859,101,1,5
10865,159,1,5
10870,123,1,5
107389,1,1,0
107383,11,1,0
107337,1,1,0
454,313,1,6
10894,63,1,5
107302,13,1,0
10937,101,1,5
456,561,1,6
53,404,1,6
10943,61,1,5
107297,1,1,0
111814,101,1,0
10979,151,1,5
10983,141,1,5
10989,121,1,5
10990,333,1,5
10992,81,1,5
464,181,1,6
111813,1,1,0
107251,3,1,0
11028,23,1,5
11029,11,1,5
107231,18,1,0
107210,101,1,0
11062,141,1,5
11063,113,1,5
11066,61,1,5
107203,1,1,0
111808,3,1,0
107202,23,1,0
107185,13,1,0
11110,141,1,5
11116,33,1,5
107163,1,1,0
107147,29,1,0
107136,55,1,0
11148,101,1,5
12167,113,1,5
12168,101,1,5
12177,21,1,5
12185,101,1,5
12203,33,1,5
107115,11,1,0
12215,246,1,5
12234,196,1,5
12235,121,1,5
107097,21,1,0
12240,121,1,5
107090,1,1,0
107048,101,1,0
12258,23,1,5
478,572,1,6
12285,33,1,5
12290,146,1,5
12300,101,1,5
12301,101,1,5
12302,123,1,5
12314,133,1,5
12322,49,1,5
107045,103,1,0
107036,11,1,0
12350,475,1,5
496,241,1,6
12359,103,1,5
107034,11,1,0
12364,163,1,5
107004,21,1,0
107003,3,1,0
106945,23,1,0
12417,106,1,5
12426,101,1,5
106912,55,1,0
12446,1,1,5
106907,11,1,0
106901,11,1,0
12457,131,1,5
12469,146,1,5
106856,1,1,0
12477,101,1,5
12492,31,1,5
112473,101,1,0
106753,11,1,0
106748,1,1,0
12535,196,1,5
506,101,1,6
12558,186,1,5
106736,11,1,0
112461,13,1,0
12608,101,1,5
12624,1,1,5
106604,41,1,0
106582,111,1,0
106567,1,1,0
12730,11,1,5
12731,141,1,5
12747,141,1,5
12760,101,1,5
106565,23,1,0
106563,1,1,0
12777,123,1,5
12786,336,1,5
12789,113,1,5
12792,101,1,5
12822,101,1,5
12844,111,1,5
106558,101,1,0
106501,91,1,0
106477,21,1,0
12898,111,1,5
525,411,1,6
106467,101,1,0
12911,31,1,5
12919,111,1,5
12931,111,1,5
12932,146,1,5
533,101,1,6
12949,1,1,5
12960,141,1,5
539,101,1,6
12980,101,1,5
12983,161,1,5
106426,21,1,0
12996,101,1,5
106359,31,1,0
106339,11,1,0
106324,1,1,0
13027,208,1,5
13034,41,1,5
13053,101,1,5
13054,111,1,5
13056,163,1,5
106322,101,1,0
106276,9,1,0
106262,111,1,0
13168,23,1,5
13173,101,1,5
13184,101,1,5
13232,131,1,5
13236,33,1,5
13242,101,1,5
13281,121,1,5
106218,33,1,0
106184,31,1,0
106176,131,1,0
13330,123,1,5
13336,1,1,5
106128,1,1,0
13380,1,1,5
106119,33,1,0
13392,13,1,5
13395,101,1,5
106101,21,1,0
106095,1,1,0
13428,101,1,5
13447,111,1,5
106080,1,1,0
106076,101,1,0
105984,101,1,0
111671,101,1,0
105973,101,1,0
105968,76,1,0
13515,182,1,5
13516,111,1,5
13517,151,1,5
105962,31,1,0
559,101,1,6
13529,176,1,5
13548,111,1,5
13561,101,1,5
105957,21,1,0
105939,13,1,0
105893,143,1,0
13612,101,1,5
13633,101,1,5
105873,101,1,0
105865,13,1,0
105863,11,1,0
105837,3,1,0
105819,11,1,0
13709,31,1,5
105804,101,1,0
13719,101,1,5
105770,21,1,0
112545,1,1,0
105751,111,1,0
105740,66,1,0
13818,51,1,5
13834,1,1,5
13884,111,1,5
105719,1,1,0
13896,51,1,5
105709,11,1,0
105679,31,1,2
13929,101,1,5
13943,21,1,5
13955,109,1,5
13957,186,1,5
13968,101,1,5
13978,131,1,5
14003,173,1,5
14005,101,1,5
105639,101,1,0
111662,113,1,0
588,348,1,6
14030,141,1,5
105607,11,1,0
14047,156,1,5
105599,75,1,0
105592,26,1,0
14059,271,1,5
14109,101,1,5
105520,103,1,0
14164,101,1,5
14171,101,1,5
14177,121,1,5
14189,101,1,5
105491,1,1,0
14207,131,1,5
14211,31,1,5
14218,111,1,5
14231,121,1,5
14240,179,1,5
14258,31,1,5
14259,111,1,5
111642,23,1,0
14293,63,1,5
111631,3,1,0
14302,101,1,5
105482,101,1,0
105458,11,1,0
14320,231,1,5
14328,1,1,5
105445,113,1,0
14340,81,1,5
